Dates,S&P 500 Net (Total Return) Index (^SPXNTR) - Index Value
Dec-11-2014,3401.95
Dec-12-2014,3346.89
Dec-15-2014,3325.72
Dec-16-2014,3297.48
Dec-17-2014,3364.71
Dec-18-2014,3445.89
Dec-19-2014,3461.65
Dec-22-2014,3475.18
Dec-23-2014,3481.37
Dec-24-2014,3480.98
Dec-26-2014,3492.50
Dec-29-2014,3495.93
Dec-30-2014,3479.12
Dec-31-2014,3443.27
Jan-02-2015,3442.43
Jan-05-2015,3379.66
Jan-06-2015,3349.61
Jan-07-2015,3389.30
Jan-08-2015,3449.98
Jan-09-2015,3420.99
Jan-12-2015,3393.31
Jan-13-2015,3384.80
Jan-14-2015,3365.20
Jan-15-2015,3334.13
Jan-16-2015,3378.92
Jan-20-2015,3384.23
Jan-21-2015,3400.53
Jan-22-2015,3452.47
Jan-23-2015,3433.52
Jan-26-2015,3442.36
Jan-27-2015,3396.28
Jan-28-2015,3350.64
Jan-29-2015,3382.75
Jan-30-2015,3338.84
Feb-02-2015,3382.18
Feb-03-2015,3431.08
Feb-04-2015,3417.53
Feb-05-2015,3453.18
Feb-06-2015,3442.03
Feb-09-2015,3427.52
Feb-10-2015,3464.23
Feb-11-2015,3464.96
Feb-12-2015,3498.97
Feb-13-2015,3513.43
Feb-17-2015,3519.43
Feb-18-2015,3518.43
Feb-19-2015,3515.09
Feb-20-2015,3536.93
Feb-23-2015,3535.88
Feb-24-2015,3545.72
Feb-25-2015,3543.41
Feb-26-2015,3538.59
Feb-27-2015,3528.15
Mar-02-2015,3549.90
Mar-03-2015,3533.82
Mar-04-2015,3518.82
Mar-05-2015,3523.14
Mar-06-2015,3473.50
Mar-09-2015,3487.43
Mar-10-2015,3428.44
Mar-11-2015,3422.23
Mar-12-2015,3465.97
Mar-13-2015,3444.97
Mar-16-2015,3491.64
Mar-17-2015,3480.05
Mar-18-2015,3522.42
Mar-19-2015,3505.29
Mar-20-2015,3536.88
Mar-23-2015,3530.71
Mar-24-2015,3509.24
Mar-25-2015,3458.20
Mar-26-2015,3450.04
Mar-27-2015,3458.68
Mar-30-2015,3501.23
Mar-31-2015,3470.68
Apr-01-2015,3457.22
Apr-02-2015,3469.49
Apr-06-2015,3492.43
Apr-07-2015,3485.28
Apr-08-2015,3495.56
Apr-09-2015,3511.15
Apr-10-2015,3529.41
Apr-13-2015,3513.46
Apr-14-2015,3519.19
Apr-15-2015,3537.31
Apr-16-2015,3534.62
Apr-17-2015,3494.64
Apr-20-2015,3526.98
Apr-21-2015,3521.79
Apr-22-2015,3539.80
Apr-23-2015,3548.38
Apr-24-2015,3556.38
Apr-27-2015,3541.66
Apr-28-2015,3551.70
Apr-29-2015,3538.58
Apr-30-2015,3502.86
May-01-2015,3541.12
May-04-2015,3551.53
May-05-2015,3509.72
May-06-2015,3494.99
May-07-2015,3508.80
May-08-2015,3556.07
May-11-2015,3538.47
May-12-2015,3528.16
May-13-2015,3527.63
May-14-2015,3565.93
May-15-2015,3568.98
May-18-2015,3580.00
May-19-2015,3578.19
May-20-2015,3575.14
May-21-2015,3583.84
May-22-2015,3575.87
May-26-2015,3539.14
May-27-2015,3571.98
May-28-2015,3567.89
May-29-2015,3545.41
Jun-01-2015,3552.96
Jun-02-2015,3549.50
Jun-03-2015,3557.49
Jun-04-2015,3526.86
Jun-05-2015,3521.89
Jun-08-2015,3499.50
Jun-09-2015,3501.03
Jun-10-2015,3543.36
Jun-11-2015,3550.24
Jun-12-2015,3525.56
Jun-15-2015,3509.31
Jun-16-2015,3529.32
Jun-17-2015,3536.36
Jun-18-2015,3571.69
Jun-19-2015,3552.75
Jun-22-2015,3574.40
Jun-23-2015,3576.89
Jun-24-2015,3550.66
Jun-25-2015,3540.20
Jun-26-2015,3539.26
Jun-29-2015,3465.66
Jun-30-2015,3475.02
Jul-01-2015,3499.72
Jul-02-2015,3498.63
Jul-06-2015,3485.20
Jul-07-2015,3506.42
Jul-08-2015,3448.75
Jul-09-2015,3456.57
Jul-10-2015,3499.21
Jul-13-2015,3538.16
Jul-14-2015,3553.93
Jul-15-2015,3551.36
Jul-16-2015,3579.88
Jul-17-2015,3583.85
Jul-20-2015,3586.67
Jul-21-2015,3571.48
Jul-22-2015,3563.21
Jul-23-2015,3543.15
Jul-24-2015,3505.24
Jul-27-2015,3485.00
Jul-28-2015,3528.19
Jul-29-2015,3554.31
Jul-30-2015,3554.61
Jul-31-2015,3546.56
Aug-03-2015,3536.79
Aug-04-2015,3528.91
Aug-05-2015,3540.84
Aug-06-2015,3514.08
Aug-07-2015,3504.06
Aug-10-2015,3549.01
Aug-11-2015,3515.55
Aug-12-2015,3519.45
Aug-13-2015,3515.34
Aug-14-2015,3529.10
Aug-17-2015,3547.96
Aug-18-2015,3539.11
Aug-19-2015,3510.06
Aug-20-2015,3436.00
Aug-21-2015,3326.94
Aug-24-2015,3195.88
Aug-25-2015,3152.68
Aug-26-2015,3275.93
Aug-27-2015,3355.77
Aug-28-2015,3358.10
Aug-31-2015,3330.19
Sep-01-2015,3231.81
Sep-02-2015,3291.32
Sep-03-2015,3295.27
Sep-04-2015,3244.94
Sep-08-2015,3326.61
Sep-09-2015,3280.57
Sep-10-2015,3298.08
Sep-11-2015,3313.59
Sep-14-2015,3300.19
Sep-15-2015,3342.56
Sep-16-2015,3371.76
Sep-17-2015,3363.51
Sep-18-2015,3309.16
Sep-21-2015,3324.29
Sep-22-2015,3283.41
Sep-23-2015,3276.79
Sep-24-2015,3265.78
Sep-25-2015,3264.26
Sep-28-2015,3181.14
Sep-29-2015,3185.19
Sep-30-2015,3246.09
Oct-01-2015,3252.66
Oct-02-2015,3299.45
Oct-05-2015,3359.92
Oct-06-2015,3347.85
Oct-07-2015,3375.67
Oct-08-2015,3405.45
Oct-09-2015,3408.00
Oct-12-2015,3412.33
Oct-13-2015,3389.28
Oct-14-2015,3373.43
Oct-15-2015,3423.66
Oct-16-2015,3439.31
Oct-19-2015,3440.28
Oct-20-2015,3435.45
Oct-21-2015,3415.75
Oct-22-2015,3472.60
Oct-23-2015,3510.92
Oct-26-2015,3504.22
Oct-27-2015,3495.27
Oct-28-2015,3536.90
Oct-29-2015,3535.58
Oct-30-2015,3518.58
Nov-02-2015,3560.36
Nov-03-2015,3570.11
Nov-04-2015,3558.34
Nov-05-2015,3554.83
Nov-06-2015,3553.88
Nov-09-2015,3519.48
Nov-10-2015,3525.43
Nov-11-2015,3514.06
Nov-12-2015,3465.34
Nov-13-2015,3426.53
Nov-16-2015,3478.01
Nov-17-2015,3473.87
Nov-18-2015,3530.22
Nov-19-2015,3526.36
Nov-20-2015,3540.17
Nov-23-2015,3535.91
Nov-24-2015,3540.30
Nov-25-2015,3540.10
Nov-27-2015,3542.74
Nov-30-2015,3526.43
Dec-01-2015,3564.30
Dec-02-2015,3525.68
Dec-03-2015,3475.10
Dec-04-2015,3546.45
Dec-07-2015,3521.85
Dec-08-2015,3499.21
Dec-09-2015,3472.29
Dec-10-2015,3480.37
Dec-11-2015,3413.16
Dec-14-2015,3429.55
Dec-15-2015,3465.99
Dec-16-2015,3516.52
Dec-17-2015,3464.00
Dec-18-2015,3402.36
Dec-21-2015,3429.11
Dec-22-2015,3459.59
Dec-23-2015,3502.74
Dec-24-2015,3497.15
Dec-28-2015,3489.54
Dec-29-2015,3527.11
Dec-30-2015,3501.90
Dec-31-2015,3468.95
Jan-04-2016,3416.42
Jan-05-2016,3423.30
Jan-06-2016,3379.25
Jan-07-2016,3299.22
Jan-08-2016,3263.48
Jan-11-2016,3266.26
Jan-12-2016,3291.75
Jan-13-2016,3209.83
Jan-14-2016,3263.45
Jan-15-2016,3193.06
Jan-19-2016,3194.78
Jan-20-2016,3157.74
Jan-21-2016,3174.22
Jan-22-2016,3238.61
Jan-25-2016,3187.98
Jan-26-2016,3233.07
Jan-27-2016,3198.10
Jan-28-2016,3215.98
Jan-29-2016,3295.65
Feb-01-2016,3294.26
Feb-02-2016,3232.58
Feb-03-2016,3249.50
Feb-04-2016,3254.91
Feb-05-2016,3194.88
Feb-08-2016,3149.86
Feb-09-2016,3148.24
Feb-10-2016,3148.40
Feb-11-2016,3110.08
Feb-12-2016,3171.02
Feb-16-2016,3224.14
Feb-17-2016,3277.51
Feb-18-2016,3262.34
Feb-19-2016,3262.58
Feb-22-2016,3309.74
Feb-23-2016,3268.66
Feb-24-2016,3283.29
Feb-25-2016,3321.11
Feb-26-2016,3315.17
Feb-29-2016,3288.45
Mar-01-2016,3366.99
Mar-02-2016,3381.21
Mar-03-2016,3393.28
Mar-04-2016,3404.55
Mar-07-2016,3407.72
Mar-08-2016,3369.86
Mar-09-2016,3387.30
Mar-10-2016,3387.97
Mar-11-2016,3444.19
Mar-14-2016,3440.00
Mar-15-2016,3433.73
Mar-16-2016,3453.11
Mar-17-2016,3475.92
Mar-18-2016,3491.22
Mar-21-2016,3494.68
Mar-22-2016,3491.99
Mar-23-2016,3469.70
Mar-24-2016,3468.38
Mar-28-2016,3470.30
Mar-29-2016,3501.40
Mar-30-2016,3516.88
Mar-31-2016,3509.72
Apr-01-2016,3531.95
Apr-04-2016,3521.16
Apr-05-2016,3485.44
Apr-06-2016,3522.96
Apr-07-2016,3480.85
Apr-08-2016,3490.58
Apr-11-2016,3481.01
Apr-12-2016,3514.73
Apr-13-2016,3550.39
Apr-14-2016,3551.25
Apr-15-2016,3547.76
Apr-18-2016,3571.01
Apr-19-2016,3582.02
Apr-20-2016,3584.89
Apr-21-2016,3566.34
Apr-22-2016,3566.52
Apr-25-2016,3560.06
Apr-26-2016,3566.72
Apr-27-2016,3572.80
Apr-28-2016,3539.99
Apr-29-2016,3522.08
May-02-2016,3549.61
May-03-2016,3518.87
May-04-2016,3498.51
May-05-2016,3498.26
May-06-2016,3509.70
May-09-2016,3512.37
May-10-2016,3556.26
May-11-2016,3523.56
May-12-2016,3523.20
May-13-2016,3493.53
May-16-2016,3527.99
May-17-2016,3495.55
May-18-2016,3496.63
May-19-2016,3483.70
May-20-2016,3505.05
May-23-2016,3497.84
May-24-2016,3545.75
May-25-2016,3570.63
May-26-2016,3570.23
May-27-2016,3585.98
May-31-2016,3582.55
Jun-01-2016,3587.03
Jun-02-2016,3597.46
Jun-03-2016,3587.01
Jun-06-2016,3604.64
Jun-07-2016,3609.34
Jun-08-2016,3621.81
Jun-09-2016,3615.70
Jun-10-2016,3582.56
Jun-13-2016,3554.23
Jun-14-2016,3548.00
Jun-15-2016,3541.67
Jun-16-2016,3553.18
Jun-17-2016,3541.61
Jun-20-2016,3562.19
Jun-21-2016,3572.08
Jun-22-2016,3566.20
Jun-23-2016,3613.89
Jun-24-2016,3484.07
Jun-27-2016,3421.02
Jun-28-2016,3482.35
Jun-29-2016,3541.98
Jun-30-2016,3590.02
Jul-01-2016,3597.49
Jul-05-2016,3573.02
Jul-06-2016,3593.04
Jul-07-2016,3590.15
Jul-08-2016,3644.92
Jul-11-2016,3657.35
Jul-12-2016,3683.00
Jul-13-2016,3683.73
Jul-14-2016,3703.16
Jul-15-2016,3699.73
Jul-18-2016,3708.65
Jul-19-2016,3703.39
Jul-20-2016,3719.52
Jul-21-2016,3706.13
Jul-22-2016,3723.02
Jul-25-2016,3711.83
Jul-26-2016,3713.10
Jul-27-2016,3708.75
Jul-28-2016,3714.93
Jul-29-2016,3721.03
Aug-01-2016,3716.30
Aug-02-2016,3692.73
Aug-03-2016,3705.10
Aug-04-2016,3706.54
Aug-05-2016,3738.48
Aug-08-2016,3735.33
Aug-09-2016,3736.89
Aug-10-2016,3727.15
Aug-11-2016,3745.15
Aug-12-2016,3742.30
Aug-15-2016,3753.06
Aug-16-2016,3732.96
Aug-17-2016,3740.59
Aug-18-2016,3748.89
Aug-19-2016,3743.85
Aug-22-2016,3741.79
Aug-23-2016,3749.16
Aug-24-2016,3729.66
Aug-25-2016,3724.61
Aug-26-2016,3718.79
Aug-29-2016,3738.58
Aug-30-2016,3731.71
Aug-31-2016,3723.32
Sep-01-2016,3723.20
Sep-02-2016,3738.98
Sep-06-2016,3750.18
Sep-07-2016,3750.26
Sep-08-2016,3742.04
Sep-09-2016,3650.31
Sep-12-2016,3704.03
Sep-13-2016,3649.88
Sep-14-2016,3647.91
Sep-15-2016,3685.22
Sep-16-2016,3671.34
Sep-19-2016,3671.30
Sep-20-2016,3672.43
Sep-21-2016,3712.55
Sep-22-2016,3736.73
Sep-23-2016,3715.30
Sep-26-2016,3683.60
Sep-27-2016,3707.46
Sep-28-2016,3727.67
Sep-29-2016,3692.99
Sep-30-2016,3722.43
Oct-03-2016,3710.61
Oct-04-2016,3692.47
Oct-05-2016,3709.39
Oct-06-2016,3711.25
Oct-07-2016,3699.26
Oct-10-2016,3716.30
Oct-11-2016,3670.06
Oct-12-2016,3674.48
Oct-13-2016,3663.18
Oct-14-2016,3663.92
Oct-17-2016,3652.87
Oct-18-2016,3675.37
Oct-19-2016,3683.80
Oct-20-2016,3678.92
Oct-21-2016,3678.62
Oct-24-2016,3696.11
Oct-25-2016,3682.15
Oct-26-2016,3675.77
Oct-27-2016,3664.88
Oct-28-2016,3653.64
Oct-31-2016,3653.21
Nov-01-2016,3628.44
Nov-02-2016,3605.09
Nov-03-2016,3590.06
Nov-04-2016,3584.14
Nov-07-2016,3663.82
Nov-08-2016,3678.90
Nov-09-2016,3719.83
Nov-10-2016,3727.33
Nov-11-2016,3722.12
Nov-14-2016,3722.07
Nov-15-2016,3750.52
Nov-16-2016,3745.32
Nov-17-2016,3762.99
Nov-18-2016,3754.43
Nov-21-2016,3782.49
Nov-22-2016,3790.79
Nov-23-2016,3793.95
Nov-25-2016,3808.85
Nov-28-2016,3789.18
Nov-29-2016,3794.87
Nov-30-2016,3785.37
Dec-01-2016,3772.17
Dec-02-2016,3773.67
Dec-05-2016,3795.89
Dec-06-2016,3808.91
Dec-07-2016,3859.57
Dec-08-2016,3868.17
Dec-09-2016,3891.17
Dec-12-2016,3886.90
Dec-13-2016,3912.78
Dec-14-2016,3881.20
Dec-15-2016,3896.40
Dec-16-2016,3889.65
Dec-19-2016,3897.40
Dec-20-2016,3911.97
Dec-21-2016,3902.45
Dec-22-2016,3895.52
Dec-23-2016,3900.67
Dec-27-2016,3909.46
Dec-28-2016,3877.27
Dec-29-2016,3876.25
Dec-30-2016,3858.41
Jan-03-2017,3891.22
Jan-04-2017,3914.11
Jan-05-2017,3911.12
Jan-06-2017,3925.72
Jan-09-2017,3911.81
Jan-10-2017,3911.82
Jan-11-2017,3923.14
Jan-12-2017,3914.79
Jan-13-2017,3922.02
Jan-17-2017,3910.39
Jan-18-2017,3917.73
Jan-19-2017,3903.64
Jan-20-2017,3916.87
Jan-23-2017,3906.41
Jan-24-2017,3932.06
Jan-25-2017,3963.62
Jan-26-2017,3960.76
Jan-27-2017,3957.48
Jan-30-2017,3933.82
Jan-31-2017,3930.34
Feb-01-2017,3932.14
Feb-02-2017,3934.54
Feb-03-2017,3963.37
Feb-06-2017,3955.00
Feb-07-2017,3956.02
Feb-08-2017,3959.65
Feb-09-2017,3982.95
Feb-10-2017,3997.31
Feb-13-2017,4019.00
Feb-14-2017,4035.92
Feb-15-2017,4056.47
Feb-16-2017,4053.26
Feb-17-2017,4060.12
Feb-21-2017,4084.68
Feb-22-2017,4080.52
Feb-23-2017,4082.55
Feb-24-2017,4089.34
Feb-27-2017,4093.91
Feb-28-2017,4083.44
Mar-01-2017,4139.79
Mar-02-2017,4115.77
Mar-03-2017,4117.92
Mar-06-2017,4104.49
Mar-07-2017,4092.73
Mar-08-2017,4084.20
Mar-09-2017,4087.50
Mar-10-2017,4100.91
Mar-13-2017,4103.36
Mar-14-2017,4089.63
Mar-15-2017,4123.98
Mar-16-2017,4117.37
Mar-17-2017,4111.97
Mar-20-2017,4103.79
Mar-21-2017,4053.12
Mar-22-2017,4060.88
Mar-23-2017,4056.62
Mar-24-2017,4053.19
Mar-27-2017,4049.06
Mar-28-2017,4078.44
Mar-29-2017,4083.45
Mar-30-2017,4095.53
Mar-31-2017,4086.29
Apr-03-2017,4079.72
Apr-04-2017,4082.46
Apr-05-2017,4070.28
Apr-06-2017,4078.99
Apr-07-2017,4075.63
Apr-10-2017,4078.59
Apr-11-2017,4073.14
Apr-12-2017,4057.87
Apr-13-2017,4030.23
Apr-17-2017,4064.96
Apr-18-2017,4053.23
Apr-19-2017,4046.67
Apr-20-2017,4077.32
Apr-21-2017,4064.95
Apr-24-2017,4109.06
Apr-25-2017,4134.10
Apr-26-2017,4132.12
Apr-27-2017,4134.70
Apr-28-2017,4126.81
May-01-2017,4133.97
May-02-2017,4138.89
May-03-2017,4134.21
May-04-2017,4136.77
May-05-2017,4153.72
May-08-2017,4154.17
May-09-2017,4150.04
May-10-2017,4155.85
May-11-2017,4147.80
May-12-2017,4141.72
May-15-2017,4161.86
May-16-2017,4159.59
May-17-2017,4084.83
May-18-2017,4099.95
May-19-2017,4127.75
May-22-2017,4149.11
May-23-2017,4156.80
May-24-2017,4167.26
May-25-2017,4186.17
May-26-2017,4187.86
May-30-2017,4183.27
May-31-2017,4181.79
Jun-01-2017,4213.81
Jun-02-2017,4229.48
Jun-05-2017,4224.44
Jun-06-2017,4212.71
Jun-07-2017,4219.93
Jun-08-2017,4221.14
Jun-09-2017,4217.65
Jun-12-2017,4213.73
Jun-13-2017,4233.50
Jun-14-2017,4229.50
Jun-15-2017,4220.57
Jun-16-2017,4221.79
Jun-19-2017,4257.07
Jun-20-2017,4228.59
Jun-21-2017,4226.39
Jun-22-2017,4224.49
Jun-23-2017,4231.08
Jun-26-2017,4232.45
Jun-27-2017,4198.28
Jun-28-2017,4235.85
Jun-29-2017,4199.51
Jun-30-2017,4206.10
Jul-03-2017,4216.10
Jul-05-2017,4222.80
Jul-06-2017,4184.30
Jul-07-2017,4211.13
Jul-10-2017,4215.05
Jul-11-2017,4211.79
Jul-12-2017,4242.82
Jul-13-2017,4250.85
Jul-14-2017,4270.76
Jul-17-2017,4270.63
Jul-18-2017,4273.25
Jul-19-2017,4296.48
Jul-20-2017,4296.02
Jul-21-2017,4294.44
Jul-24-2017,4289.94
Jul-25-2017,4302.47
Jul-26-2017,4303.70
Jul-27-2017,4299.83
Jul-28-2017,4294.17
Jul-31-2017,4291.06
Aug-01-2017,4301.57
Aug-02-2017,4304.27
Aug-03-2017,4295.44
Aug-04-2017,4303.62
Aug-07-2017,4310.79
Aug-08-2017,4300.74
Aug-09-2017,4299.53
Aug-10-2017,4238.38
Aug-11-2017,4243.98
Aug-14-2017,4286.76
Aug-15-2017,4285.32
Aug-16-2017,4292.26
Aug-17-2017,4226.13
Aug-18-2017,4218.46
Aug-21-2017,4223.44
Aug-22-2017,4265.54
Aug-23-2017,4251.08
Aug-24-2017,4242.31
Aug-25-2017,4249.74
Aug-28-2017,4251.94
Aug-29-2017,4255.94
Aug-30-2017,4276.36
Aug-31-2017,4300.96
Sep-01-2017,4309.68
Sep-05-2017,4277.14
Sep-06-2017,4290.55
Sep-07-2017,4290.47
Sep-08-2017,4284.21
Sep-11-2017,4330.68
Sep-12-2017,4345.44
Sep-13-2017,4348.77
Sep-14-2017,4344.97
Sep-15-2017,4353.38
Sep-18-2017,4359.83
Sep-19-2017,4364.70
Sep-20-2017,4367.47
Sep-21-2017,4354.28
Sep-22-2017,4357.16
Sep-25-2017,4347.48
Sep-26-2017,4348.03
Sep-27-2017,4365.80
Sep-28-2017,4371.70
Sep-29-2017,4387.96
Oct-02-2017,4404.97
Oct-03-2017,4414.62
Oct-04-2017,4420.33
Oct-05-2017,4445.82
Oct-06-2017,4442.04
Oct-09-2017,4434.02
Oct-10-2017,4444.40
Oct-11-2017,4452.47
Oct-12-2017,4445.24
Oct-13-2017,4449.18
Oct-16-2017,4457.04
Oct-17-2017,4460.03
Oct-18-2017,4463.47
Oct-19-2017,4465.19
Oct-20-2017,4488.25
Oct-23-2017,4470.49
Oct-24-2017,4477.81
Oct-25-2017,4456.93
Oct-26-2017,4462.59
Oct-27-2017,4498.62
Oct-30-2017,4484.51
Oct-31-2017,4488.85
Nov-01-2017,4495.99
Nov-02-2017,4497.18
Nov-03-2017,4511.42
Nov-06-2017,4517.42
Nov-07-2017,4516.59
Nov-08-2017,4523.16
Nov-09-2017,4506.92
Nov-10-2017,4504.01
Nov-13-2017,4508.52
Nov-14-2017,4498.59
Nov-15-2017,4474.45
Nov-16-2017,4512.15
Nov-17-2017,4500.42
Nov-20-2017,4506.26
Nov-21-2017,4535.78
Nov-22-2017,4532.66
Nov-24-2017,4542.13
Nov-27-2017,4540.73
Nov-28-2017,4585.58
Nov-29-2017,4584.30
Nov-30-2017,4623.04
Dec-01-2017,4613.80
Dec-04-2017,4609.02
Dec-05-2017,4591.93
Dec-06-2017,4591.48
Dec-07-2017,4605.51
Dec-08-2017,4631.21
Dec-11-2017,4646.05
Dec-12-2017,4653.36
Dec-13-2017,4651.27
Dec-14-2017,4632.89
Dec-15-2017,4674.64
Dec-18-2017,4699.85
Dec-19-2017,4684.72
Dec-20-2017,4681.27
Dec-21-2017,4690.57
Dec-22-2017,4688.44
Dec-26-2017,4683.64
Dec-27-2017,4687.57
Dec-28-2017,4696.79
Dec-29-2017,4672.65
Jan-02-2018,4711.60
Jan-03-2018,4741.75
Jan-04-2018,4761.55
Jan-05-2018,4795.03
Jan-08-2018,4803.06
Jan-09-2018,4810.32
Jan-10-2018,4805.00
Jan-11-2018,4839.06
Jan-12-2018,4871.73
Jan-16-2018,4854.62
Jan-17-2018,4900.32
Jan-18-2018,4892.70
Jan-19-2018,4914.25
Jan-22-2018,4953.94
Jan-23-2018,4964.85
Jan-24-2018,4962.07
Jan-25-2018,4965.07
Jan-26-2018,5023.92
Jan-29-2018,4990.31
Jan-30-2018,4936.16
Jan-31-2018,4938.67
Feb-01-2018,4936.13
Feb-02-2018,4831.66
Feb-05-2018,4633.68
Feb-06-2018,4714.85
Feb-07-2018,4691.35
Feb-08-2018,4515.73
Feb-09-2018,4584.21
Feb-12-2018,4648.11
Feb-13-2018,4660.44
Feb-14-2018,4723.83
Feb-15-2018,4781.65
Feb-16-2018,4783.73
Feb-20-2018,4756.02
Feb-21-2018,4729.95
Feb-22-2018,4734.83
Feb-23-2018,4810.93
Feb-26-2018,4867.90
Feb-27-2018,4806.54
Feb-28-2018,4753.55
Mar-01-2018,4690.73
Mar-02-2018,4714.82
Mar-05-2018,4766.86
Mar-06-2018,4779.61
Mar-07-2018,4777.53
Mar-08-2018,4799.76
Mar-09-2018,4883.25
Mar-12-2018,4877.05
Mar-13-2018,4846.21
Mar-14-2018,4819.41
Mar-15-2018,4815.85
Mar-16-2018,4824.17
Mar-19-2018,4755.67
Mar-20-2018,4762.77
Mar-21-2018,4754.35
Mar-22-2018,4634.84
Mar-23-2018,4537.70
Mar-26-2018,4660.94
Mar-27-2018,4580.42
Mar-28-2018,4567.60
Mar-29-2018,4630.64
Apr-02-2018,4527.24
Apr-03-2018,4584.48
Apr-04-2018,4637.74
Apr-05-2018,4670.04
Apr-06-2018,4567.74
Apr-09-2018,4583.93
Apr-10-2018,4660.70
Apr-11-2018,4635.10
Apr-12-2018,4673.73
Apr-13-2018,4660.30
Apr-16-2018,4698.18
Apr-17-2018,4748.27
Apr-18-2018,4752.22
Apr-19-2018,4725.41
Apr-20-2018,4685.24
Apr-23-2018,4685.50
Apr-24-2018,4622.88
Apr-25-2018,4631.37
Apr-26-2018,4679.71
Apr-27-2018,4685.11
Apr-30-2018,4646.86
May-01-2018,4658.72
May-02-2018,4625.15
May-03-2018,4615.07
May-04-2018,4674.79
May-07-2018,4691.01
May-08-2018,4689.80
May-09-2018,4735.59
May-10-2018,4780.73
May-11-2018,4790.05
May-14-2018,4794.44
May-15-2018,4761.79
May-16-2018,4782.05
May-17-2018,4778.92
May-18-2018,4766.62
May-21-2018,4801.92
May-22-2018,4786.93
May-23-2018,4802.57
May-24-2018,4792.98
May-25-2018,4782.07
May-29-2018,4726.91
May-30-2018,4787.52
May-31-2018,4755.32
Jun-01-2018,4807.21
Jun-04-2018,4828.83
Jun-05-2018,4832.42
Jun-06-2018,4873.93
Jun-07-2018,4871.06
Jun-08-2018,4886.42
Jun-11-2018,4891.67
Jun-12-2018,4900.34
Jun-13-2018,4880.74
Jun-14-2018,4893.85
Jun-15-2018,4889.23
Jun-18-2018,4878.88
Jun-19-2018,4859.42
Jun-20-2018,4867.73
Jun-21-2018,4837.17
Jun-22-2018,4846.27
Jun-25-2018,4779.77
Jun-26-2018,4790.30
Jun-27-2018,4749.08
Jun-28-2018,4778.87
Jun-29-2018,4782.71
Jul-02-2018,4797.54
Jul-03-2018,4773.80
Jul-05-2018,4815.77
Jul-06-2018,4856.85
Jul-09-2018,4900.69
Jul-10-2018,4917.78
Jul-11-2018,4882.89
Jul-12-2018,4925.95
Jul-13-2018,4931.29
Jul-16-2018,4926.38
Jul-17-2018,4946.01
Jul-18-2018,4956.69
Jul-19-2018,4937.46
Jul-20-2018,4932.92
Jul-23-2018,4941.99
Jul-24-2018,4965.79
Jul-25-2018,5011.01
Jul-26-2018,4995.82
Jul-27-2018,4963.04
Jul-30-2018,4934.77
Jul-31-2018,4958.98
Aug-01-2018,4953.83
Aug-02-2018,4978.59
Aug-03-2018,5002.19
Aug-06-2018,5020.21
Aug-07-2018,5034.43
Aug-08-2018,5033.21
Aug-09-2018,5026.87
Aug-10-2018,4992.16
Aug-13-2018,4972.22
Aug-14-2018,5004.29
Aug-15-2018,4966.89
Aug-16-2018,5007.27
Aug-17-2018,5024.20
Aug-20-2018,5036.54
Aug-21-2018,5047.08
Aug-22-2018,5045.17
Aug-23-2018,5036.86
Aug-24-2018,5068.11
Aug-27-2018,5107.39
Aug-28-2018,5108.80
Aug-29-2018,5138.23
Aug-30-2018,5116.06
Aug-31-2018,5117.11
Sep-04-2018,5108.98
Sep-05-2018,5094.69
Sep-06-2018,5077.13
Sep-07-2018,5066.18
Sep-10-2018,5075.79
Sep-11-2018,5095.02
Sep-12-2018,5096.87
Sep-13-2018,5124.74
Sep-14-2018,5126.68
Sep-17-2018,5098.19
Sep-18-2018,5125.70
Sep-19-2018,5132.13
Sep-20-2018,5172.53
Sep-21-2018,5170.70
Sep-24-2018,5152.54
Sep-25-2018,5146.07
Sep-26-2018,5129.13
Sep-27-2018,5143.98
Sep-28-2018,5144.09
Oct-01-2018,5162.85
Oct-02-2018,5160.93
Oct-03-2018,5164.61
Oct-04-2018,5123.26
Oct-05-2018,5094.98
Oct-08-2018,5092.98
Oct-09-2018,5086.80
Oct-10-2018,4919.65
Oct-11-2018,4818.45
Oct-12-2018,4887.26
Oct-15-2018,4858.48
Oct-16-2018,4963.01
Oct-17-2018,4961.90
Oct-18-2018,4890.83
Oct-19-2018,4889.15
Oct-22-2018,4868.22
Oct-23-2018,4841.56
Oct-24-2018,4692.13
Oct-25-2018,4779.51
Oct-26-2018,4696.70
Oct-29-2018,4665.93
Oct-30-2018,4739.33
Oct-31-2018,4790.87
Nov-01-2018,4841.54
Nov-02-2018,4811.26
Nov-05-2018,4838.30
Nov-06-2018,4868.85
Nov-07-2018,4972.15
Nov-08-2018,4961.50
Nov-09-2018,4916.45
Nov-12-2018,4819.59
Nov-13-2018,4812.57
Nov-14-2018,4777.02
Nov-15-2018,4828.72
Nov-16-2018,4839.70
Nov-19-2018,4759.25
Nov-20-2018,4673.11
Nov-21-2018,4687.61
Nov-23-2018,4657.05
Nov-26-2018,4729.77
Nov-27-2018,4745.23
Nov-28-2018,4854.46
Nov-29-2018,4844.62
Nov-30-2018,4884.87
Dec-03-2018,4938.32
Dec-04-2018,4778.69
Dec-06-2018,4772.46
Dec-07-2018,4661.70
Dec-10-2018,4669.95
Dec-11-2018,4668.45
Dec-12-2018,4693.78
Dec-13-2018,4693.45
