Dates,S&P 500 Net (Total Return) Index (^SPXNTR) - Index Value
Dec-16-2022,7159.92
Dec-19-2022,7095.75
Dec-20-2022,7103.30
Dec-21-2022,7209.62
Dec-22-2022,7105.42
Dec-23-2022,7147.26
Dec-27-2022,7118.72
Dec-28-2022,7033.19
Dec-29-2022,7156.65
Dec-30-2022,7138.77
Jan-03-2023,7110.39
Jan-04-2023,7164.24
Jan-05-2023,7081.61
Jan-06-2023,7243.45
Jan-09-2023,7238.85
Jan-10-2023,7289.37
Jan-11-2023,7383.14
Jan-12-2023,7408.98
Jan-13-2023,7438.78
Jan-17-2023,7423.68
Jan-18-2023,7308.16
Jan-19-2023,7252.98
Jan-20-2023,7390.30
Jan-23-2023,7478.11
Jan-24-2023,7472.91
Jan-25-2023,7471.60
Jan-26-2023,7554.23
Jan-27-2023,7573.17
Jan-30-2023,7475.45
Jan-31-2023,7585.01
Feb-01-2023,7664.32
Feb-02-2023,7777.27
Feb-03-2023,7696.98
Feb-06-2023,7650.08
Feb-07-2023,7748.65
Feb-08-2023,7662.97
Feb-09-2023,7596.11
Feb-10-2023,7613.88
Feb-13-2023,7701.86
Feb-14-2023,7700.36
Feb-15-2023,7723.08
Feb-16-2023,7617.07
Feb-17-2023,7596.99
Feb-21-2023,7444.76
Feb-22-2023,7433.15
Feb-23-2023,7473.19
Feb-24-2023,7394.67
Feb-27-2023,7418.04
Feb-28-2023,7396.04
Mar-01-2023,7361.41
Mar-02-2023,7418.02
Mar-03-2023,7538.24
Mar-06-2023,7543.62
Mar-07-2023,7428.15
Mar-08-2023,7439.11
Mar-09-2023,7302.63
Mar-10-2023,7197.30
Mar-13-2023,7186.55
Mar-14-2023,7306.17
Mar-15-2023,7255.34
Mar-16-2023,7383.52
Mar-17-2023,7302.28
Mar-20-2023,7367.44
Mar-21-2023,7463.48
Mar-22-2023,7341.00
Mar-23-2023,7363.35
Mar-24-2023,7404.90
Mar-27-2023,7417.09
Mar-28-2023,7405.55
Mar-29-2023,7510.99
Mar-30-2023,7554.62
Mar-31-2023,7663.89
Apr-03-2023,7692.24
Apr-04-2023,7648.14
Apr-05-2023,7629.75
Apr-06-2023,7658.17
Apr-10-2023,7665.93
Apr-11-2023,7665.61
Apr-12-2023,7634.03
Apr-13-2023,7736.11
Apr-14-2023,7720.12
Apr-17-2023,7745.75
Apr-18-2023,7752.37
Apr-19-2023,7751.71
Apr-20-2023,7706.15
Apr-21-2023,7713.21
Apr-24-2023,7719.79
Apr-25-2023,7597.95
Apr-26-2023,7568.79
Apr-27-2023,7717.02
Apr-28-2023,7781.29
May-01-2023,7778.29
May-02-2023,7688.22
May-03-2023,7634.48
May-04-2023,7579.95
May-05-2023,7720.29
May-08-2023,7723.87
May-09-2023,7688.88
May-10-2023,7723.51
May-11-2023,7711.55
May-12-2023,7700.56
May-15-2023,7724.07
May-16-2023,7675.09
May-17-2023,7767.41
May-18-2023,7841.76
May-19-2023,7830.55
May-22-2023,7832.40
May-23-2023,7744.60
May-24-2023,7688.03
May-25-2023,7755.53
May-26-2023,7857.12
May-30-2023,7857.62
May-31-2023,7810.75
Jun-01-2023,7888.73
Jun-02-2023,8003.71
Jun-05-2023,7987.78
Jun-06-2023,8006.72
Jun-07-2023,7976.36
Jun-08-2023,8026.36
Jun-09-2023,8035.73
Jun-12-2023,8110.65
Jun-13-2023,8167.10
Jun-14-2023,8175.13
Jun-15-2023,8275.71
Jun-16-2023,8245.43
Jun-20-2023,8206.42
Jun-21-2023,8163.75
Jun-22-2023,8194.55
Jun-23-2023,8131.84
Jun-26-2023,8095.47
Jun-27-2023,8188.20
Jun-28-2023,8185.31
Jun-29-2023,8222.61
Jun-30-2023,8323.70
Jul-03-2023,8333.74
Jul-05-2023,8318.06
Jul-06-2023,8252.60
Jul-07-2023,8229.89
Jul-10-2023,8249.72
Jul-11-2023,8305.43
Jul-12-2023,8367.13
Jul-13-2023,8438.62
Jul-14-2023,8430.17
Jul-17-2023,8462.67
Jul-18-2023,8522.89
Jul-19-2023,8543.09
Jul-20-2023,8485.95
Jul-21-2023,8488.70
Jul-24-2023,8523.05
Jul-25-2023,8547.15
Jul-26-2023,8545.90
Jul-27-2023,8491.41
Jul-28-2023,8575.86
Jul-31-2023,8588.63
Aug-01-2023,8565.89
Aug-02-2023,8447.40
Aug-03-2023,8426.16
Aug-04-2023,8381.94
Aug-07-2023,8457.73
Aug-08-2023,8422.09
Aug-09-2023,8363.32
Aug-10-2023,8366.17
Aug-11-2023,8358.05
Aug-14-2023,8406.47
Aug-15-2023,8310.27
Aug-16-2023,8248.41
Aug-17-2023,8185.91
Aug-18-2023,8185.07
Aug-21-2023,8241.49
Aug-22-2023,8218.68
Aug-23-2023,8309.57
Aug-24-2023,8197.90
Aug-25-2023,8253.66
Aug-28-2023,8305.44
Aug-29-2023,8426.12
Aug-30-2023,8459.40
Aug-31-2023,8447.26
Sep-01-2023,8462.76
Sep-05-2023,8427.52
Sep-06-2023,8368.93
Sep-07-2023,8342.84
Sep-08-2023,8355.17
Sep-11-2023,8411.35
Sep-12-2023,8363.67
Sep-13-2023,8374.10
Sep-14-2023,8446.34
Sep-15-2023,8343.88
Sep-18-2023,8349.99
Sep-19-2023,8332.02
Sep-20-2023,8254.14
Sep-21-2023,8118.96
Sep-22-2023,8100.40
Sep-25-2023,8133.07
Sep-26-2023,8013.60
Sep-27-2023,8015.55
Sep-28-2023,8063.53
Sep-29-2023,8041.87
Oct-02-2023,8042.54
Oct-03-2023,7932.44
Oct-04-2023,7996.79
Oct-05-2023,7987.37
Oct-06-2023,8082.65
Oct-09-2023,8133.59
Oct-10-2023,8176.07
Oct-11-2023,8211.45
Oct-12-2023,8160.77
Oct-13-2023,8119.84
Oct-16-2023,8206.04
Oct-17-2023,8205.22
Oct-18-2023,8095.28
Oct-19-2023,8027.08
Oct-20-2023,7926.24
Oct-23-2023,7912.88
Oct-24-2023,7970.49
Oct-25-2023,7856.22
Oct-26-2023,7763.36
Oct-27-2023,7726.19
Oct-30-2023,7819.47
Oct-31-2023,7870.48
Nov-01-2023,7953.18
Nov-02-2023,8103.54
Nov-03-2023,8179.93
Nov-06-2023,8194.45
Nov-07-2023,8217.82
Nov-08-2023,8226.37
Nov-09-2023,8160.98
Nov-10-2023,8289.31
Nov-13-2023,8282.74
Nov-14-2023,8441.95
Nov-15-2023,8456.52
Nov-16-2023,8468.00
Nov-17-2023,8478.98
Nov-20-2023,8542.26
Nov-21-2023,8525.14
Nov-22-2023,8560.07
Nov-24-2023,8565.31
Nov-27-2023,8548.68
Nov-28-2023,8557.08
Nov-29-2023,8550.02
Nov-30-2023,8584.18
Dec-01-2023,8635.12
Dec-04-2023,8588.43
Dec-05-2023,8583.81
Dec-06-2023,8550.43
Dec-07-2023,8619.52
Dec-08-2023,8654.97
Dec-11-2023,8688.96
Dec-12-2023,8729.18
Dec-13-2023,8848.45
Dec-14-2023,8873.30
Dec-15-2023,8872.97
Dec-18-2023,8913.22
Dec-19-2023,8966.01
Dec-20-2023,8835.08
Dec-21-2023,8926.11
Dec-22-2023,8940.94
Dec-26-2023,8978.80
Dec-27-2023,8992.15
Dec-28-2023,8996.19
Dec-29-2023,8971.07
Jan-02-2024,8920.49
Jan-03-2024,8849.24
Jan-04-2024,8819.71
Jan-05-2024,8835.82
Jan-08-2024,8960.64
Jan-09-2024,8948.29
Jan-10-2024,8999.09
Jan-11-2024,8993.28
Jan-12-2024,9000.57
Jan-16-2024,8967.07
Jan-17-2024,8916.84
Jan-18-2024,8995.86
Jan-19-2024,9107.00
Jan-22-2024,9126.97
Jan-23-2024,9153.78
Jan-24-2024,9161.28
Jan-25-2024,9209.83
Jan-26-2024,9203.84
Jan-29-2024,9273.50
Jan-30-2024,9268.46
Jan-31-2024,9119.38
Feb-01-2024,9233.66
Feb-02-2024,9332.62
Feb-05-2024,9302.94
Feb-06-2024,9324.62
Feb-07-2024,9401.56
Feb-08-2024,9407.75
Feb-09-2024,9462.41
Feb-12-2024,9453.52
Feb-13-2024,9325.02
Feb-14-2024,9415.58
Feb-15-2024,9471.89
Feb-16-2024,9427.44
Feb-20-2024,9371.06
Feb-21-2024,9383.20
Feb-22-2024,9581.75
Feb-23-2024,9585.23
Feb-26-2024,9549.18
Feb-27-2024,9565.58
Feb-28-2024,9550.35
Feb-29-2024,9601.73
Mar-01-2024,9679.02
Mar-04-2024,9667.70
Mar-05-2024,9569.32
Mar-06-2024,9619.01
Mar-07-2024,9719.06
Mar-08-2024,9656.09
Mar-11-2024,9645.27
Mar-12-2024,9753.53
Mar-13-2024,9735.05
Mar-14-2024,9708.77
Mar-15-2024,9646.05
Mar-18-2024,9707.07
Mar-19-2024,9761.91
Mar-20-2024,9849.74
Mar-21-2024,9881.78
Mar-22-2024,9868.26
Mar-25-2024,9838.11
Mar-26-2024,9810.58
Mar-27-2024,9896.07
Mar-28-2024,9907.33
Apr-01-2024,9887.41
Apr-02-2024,9816.02
Apr-03-2024,9827.05
Apr-04-2024,9706.70
Apr-05-2024,9814.46
Apr-08-2024,9810.90
Apr-09-2024,9826.07
Apr-10-2024,9733.27
Apr-11-2024,9805.90
Apr-12-2024,9664.02
Apr-15-2024,9547.92
Apr-16-2024,9528.30
Apr-17-2024,9473.21
Apr-18-2024,9452.72
Apr-19-2024,9370.24
Apr-22-2024,9452.06
Apr-23-2024,9565.29
Apr-24-2024,9567.35
Apr-25-2024,9523.69
Apr-26-2024,9621.04
Apr-29-2024,9651.96
Apr-30-2024,9500.38
May-01-2024,9467.78
May-02-2024,9554.31
May-03-2024,9674.62
May-06-2024,9774.71
May-07-2024,9788.19
May-08-2024,9788.15
May-09-2024,9839.31
May-10-2024,9856.62
May-13-2024,9854.34
May-14-2024,9903.05
May-15-2024,10020.37
May-16-2024,10000.95
May-17-2024,10012.90
May-20-2024,10022.67
May-21-2024,10047.92
May-22-2024,10020.82
May-23-2024,9947.12
May-24-2024,10016.92
May-28-2024,10019.43
May-29-2024,9945.69
May-30-2024,9886.98
May-31-2024,9966.99
Jun-03-2024,9978.94
Jun-04-2024,9994.32
Jun-05-2024,10112.84
Jun-06-2024,10110.91
Jun-07-2024,10100.92
Jun-10-2024,10127.59
Jun-11-2024,10155.09
Jun-12-2024,10241.61
Jun-13-2024,10265.72
Jun-14-2024,10263.44
Jun-17-2024,10342.99
Jun-18-2024,10369.30
Jun-20-2024,10343.16
Jun-21-2024,10327.38
Jun-24-2024,10296.19
Jun-25-2024,10336.68
Jun-26-2024,10352.96
Jun-27-2024,10362.43
Jun-28-2024,10321.01
Jul-01-2024,10348.84
Jul-02-2024,10412.99
Jul-03-2024,10466.14
Jul-05-2024,10524.33
Jul-08-2024,10535.27
Jul-09-2024,10543.25
Jul-10-2024,10651.77
Jul-11-2024,10558.71
Jul-12-2024,10616.96
Jul-15-2024,10647.72
Jul-16-2024,10715.75
Jul-17-2024,10566.60
Jul-18-2024,10484.04
Jul-19-2024,10409.63
Jul-22-2024,10522.28
Jul-23-2024,10505.89
Jul-24-2024,10262.78
Jul-25-2024,10210.07
Jul-26-2024,10323.79
Jul-29-2024,10332.28
Jul-30-2024,10281.07
Jul-31-2024,10444.00
Aug-01-2024,10301.28
Aug-02-2024,10112.02
Aug-05-2024,9809.27
Aug-06-2024,9910.93
Aug-07-2024,9834.51
Aug-08-2024,10061.16
Aug-09-2024,10109.03
Aug-12-2024,10110.42
Aug-13-2024,10280.83
Aug-14-2024,10320.37
Aug-15-2024,10488.98
Aug-16-2024,10510.89
Aug-19-2024,10613.87
Aug-20-2024,10593.04
Aug-21-2024,10638.27
Aug-22-2024,10543.38
Aug-23-2024,10664.55
Aug-26-2024,10631.08
Aug-27-2024,10648.64
Aug-28-2024,10585.03
Aug-29-2024,10585.00
Aug-30-2024,10692.88
Sep-03-2024,10467.46
Sep-04-2024,10450.98
Sep-05-2024,10419.71
Sep-06-2024,10240.77
Sep-09-2024,10360.12
Sep-10-2024,10406.65
Sep-11-2024,10517.72
Sep-12-2024,10596.67
Sep-13-2024,10655.20
Sep-16-2024,10670.10
Sep-17-2024,10673.09
Sep-18-2024,10642.31
Sep-19-2024,10823.40
Sep-20-2024,10802.46
Sep-23-2024,10832.88
Sep-24-2024,10860.13
Sep-25-2024,10839.96
Sep-26-2024,10884.19
Sep-27-2024,10870.80
Sep-30-2024,10917.53
Oct-01-2024,10815.95
Oct-02-2024,10817.90
Oct-03-2024,10799.73
Oct-04-2024,10898.21
Oct-07-2024,10793.84
Oct-08-2024,10898.46
Oct-09-2024,10976.20
Oct-10-2024,10954.64
Oct-11-2024,11021.01
Oct-14-2024,11105.95
Oct-15-2024,11022.09
Oct-16-2024,11073.77
Oct-17-2024,11071.96
Oct-18-2024,11116.37
Oct-21-2024,11096.41
Oct-22-2024,11091.17
Oct-23-2024,10989.36
Oct-24-2024,11012.93
Oct-25-2024,11009.69
Oct-28-2024,11038.98
Oct-29-2024,11056.80
Oct-30-2024,11020.36
Oct-31-2024,10815.80
Nov-01-2024,10860.39
Nov-04-2024,10830.22
Nov-05-2024,10963.14
Nov-06-2024,11240.50
Nov-07-2024,11324.22
Nov-08-2024,11368.45
Nov-11-2024,11379.47
Nov-12-2024,11347.03
Nov-13-2024,11350.01
Nov-14-2024,11282.28
Nov-15-2024,11134.36
Nov-18-2024,11179.19
Nov-19-2024,11223.60
Nov-20-2024,11224.09
Nov-21-2024,11285.23
Nov-22-2024,11324.70
Nov-25-2024,11358.95
Nov-26-2024,11424.50
Nov-27-2024,11381.55
Nov-29-2024,11446.16
Dec-02-2024,11475.13
Dec-03-2024,11480.47
Dec-04-2024,11550.10
Dec-05-2024,11529.00
Dec-06-2024,11558.69
Dec-09-2024,11488.80
Dec-10-2024,11454.92
Dec-11-2024,11548.57
Dec-12-2024,11486.04
Dec-13-2024,11486.75
Dec-16-2024,11531.47
Dec-17-2024,11487.08
Dec-18-2024,11148.44
Dec-19-2024,11138.81
Dec-20-2024,11260.27
Dec-23-2024,11342.80
Dec-24-2024,11468.04
Dec-26-2024,11464.05
Dec-27-2024,11337.99
Dec-30-2024,11216.70
Dec-31-2024,11169.35
Jan-02-2025,11144.79
Jan-03-2025,11285.80
Jan-06-2025,11348.90
Jan-07-2025,11222.97
Jan-08-2025,11240.66
Jan-10-2025,11068.96
Jan-13-2025,11086.40
Jan-14-2025,11099.13
Jan-15-2025,11303.16
Jan-16-2025,11279.43
Jan-17-2025,11392.28
Jan-21-2025,11492.37
Jan-22-2025,11563.04
Jan-23-2025,11624.61
Jan-24-2025,11592.19
Jan-27-2025,11423.24
Jan-28-2025,11528.54
Jan-29-2025,11474.65
Jan-30-2025,11535.31
Jan-31-2025,11477.60
Feb-03-2025,11390.76
Feb-04-2025,11473.10
Feb-05-2025,11518.02
Feb-06-2025,11559.99
Feb-07-2025,11451.12
Feb-10-2025,11529.16
Feb-11-2025,11533.27
Feb-12-2025,11502.72
Feb-13-2025,11622.73
Feb-14-2025,11623.79
Feb-18-2025,11653.46
Feb-19-2025,11681.30
Feb-20-2025,11631.76
Feb-21-2025,11433.56
Feb-24-2025,11377.04
Feb-25-2025,11323.93
Feb-26-2025,11325.64
Feb-27-2025,11146.04
Feb-28-2025,11323.73
Mar-03-2025,11125.21
Mar-04-2025,10989.31
Mar-05-2025,11112.10
Mar-06-2025,10914.32
Mar-07-2025,10975.71
Mar-10-2025,10681.04
Mar-11-2025,10600.29
Mar-12-2025,10652.25
Mar-13-2025,10504.89
Mar-14-2025,10729.80
